gid_1,country,perc_used_internet_past12months_wght_age_15_to_49_wom,perc_used_internet_past12months_wght_age_15_to_49_fm_ratio,hdi_national,gdi_national,subnational_gdi,subnational_hdi_females,subnational_hdi_males,nl_mean_zscore,pop_density_zscore,fb_pntr_18p_female,fb_pntr_18p_male
MWI.25_1,Malawi,0.0642101435670432,0.251587958331875,0.498,0.919,0.951,0.513,0.539,-0.26849343401575004,-0.27587042602686224,0.0066119786193843,0.0167666306851932
MWI.26_1,Malawi,0.0388653170478949,0.274863750875335,0.498,0.919,0.932,0.439,0.471,-0.2625187657477933,-0.18536540360426176,0.0075509643976761,0.0182004084528395
MWI.27_1,Malawi,0.0264123030175557,0.187432567365456,0.498,0.919,0.939,0.472,0.503,-0.2547035206122059,0.06305001713145283,0.0014728663586585,0.0049029686925904
MWI.28_1,Malawi,0.0498780914740804,0.236905338380789,0.498,0.919,0.954,0.493,0.517,-0.25398415999705043,-0.08985644266881773,0.0070354699119579,0.0180297381844233
MLI.1_1,Mali,0.406418461257754,0.488909954702457,0.417,0.767,0.87,0.559,0.642,2.8059584123826884,9.996861698205404,0.40936449157442,1
MLI.2_1,Mali,0.051869593310057,0.304507834200462,0.417,0.767,0.812,0.343,0.422,-0.269051616873248,-0.29753034987336013,0.0203764346315449,0.0773182624029568
MLI.3_1,Mali,0.149304613028619,0.336598926015414,0.417,0.767,0.744,0.328,0.441,-0.2667710211103783,-0.28216637563342734,0.0096397088120445,0.0440072945085814
MLI.4_1,Mali,0.117901504487814,0.581552745175746,0.417,0.767,0.812,0.343,0.422,-0.2691925501502551,-0.30086836446311455,0.0129922420042374,0.0145771861627196
MLI.5_1,Mali,0.123252752712774,0.360282677666356,0.417,0.767,0.832,0.383,0.46,-0.26156580758627956,-0.26397012383639723,0.0125833448892085,0.0535657326911878
MLI.6_1,Mali,0.0375059838506418,0.206107073393292,0.417,0.767,0.837,0.313,0.374,-0.26839836443706305,-0.2727541483946279,0.003858075380295,0.0178232522740708
MLI.7_1,Mali,0.0692380243339611,0.32826026299149,0.417,0.767,0.811,0.332,0.409,-0.266477365388813,-0.2577128681668285,0.008243006272255,0.0340638692878006
MLI.8_1,Mali,0.0400403266917239,0.241925534298545,0.417,0.767,0.804,0.355,0.441,-0.26585282045214625,-0.25624228212343175,0.0102399659037629,0.051287521653821
MLI.9_1,Mali,0.0729511581375283,0.305914733035013,0.417,0.767,0.786,0.285,0.362,-0.26917940057315154,-0.2998448875188813,0.0382705312207266,0.1211538040932869
MRT.1_1,Mauritania,0.390318968055466,1.0254212202666,0.539,0.874,0.875,0.53,0.606,-0.26915991547648827,-0.30132559225359173,0.115643483811094,0.298019326048947
MRT.2_1,Mauritania,0.20858915302339,0.791588805521276,0.539,0.874,0.882,0.454,0.514,-0.2686057817809206,-0.2923624681515879,0.0242388716995579,0.0669067856953667
MRT.3_1,Mauritania,0.20781521976470305,0.701734330964838,0.539,0.874,0.895,0.498,0.556,-0.2686384906227102,-0.29193852870108444,0.0496981669179513,0.148607980159319
MRT.4_1,Mauritania,0.537416843750684,1.43984506848284,0.539,0.874,0.956,0.667,0.698,-0.2634472160536748,-0.29443964180402504,0.281876239848877,0.562854796990652
MRT.5_1,Mauritania,0.182648921058903,0.453978988299349,0.539,0.874,0.89,0.44,0.495,-0.2675087807599536,-0.2765148247892189,0.0601232482035805,0.15809565086027
MRT.6_1,Mauritania,0.2349199803242,1.32661529392462,0.539,0.874,0.868,0.416,0.48,-0.2686922625489444,-0.27412777745276246,0.0131820775810392,0.0403368254032707
MRT.7_1,Mauritania,0.112200652507869,0.627027843821138,0.539,0.874,0.875,0.384,0.438,-0.26917763106897746,-0.2987617277475067,0.0085356980951397,0.0282372539452645
MRT.8_1,Mauritania,0.187823356469574,0.964070787334308,0.539,0.874,0.92,0.44,0.478,-0.2690352446022817,-0.29540875315038995,0.0260821295375147,0.0632612660581225
MRT.10_1,Mauritania,0.590487057435189,0.935560386924393,0.539,0.874,0.918,0.63,0.687,0.3137523055074781,0.4732440164737208,0.454957061728669,0.92678484124603
MRT.11_1,Mauritania,0.172825850123009,0.510871123087032,0.539,0.874,0.906,0.488,0.538,-0.269204476732266,-0.3007914720071148,0.0275464937198041,0.0771335301671108
MRT.12_1,Mauritania,0.588497581619762,1.02134956954085,0.539,0.874,0.907,0.671,0.74,-0.2690035497762377,-0.30135701784400626,0.330087884565513,0.832633327720721
MRT.13_1,Mauritania,0.349363403955812,0.745439400047752,0.539,0.874,0.918,0.63,0.687,-0.2686553207528893,-0.2981978931810689,0.0536810228729472,0.13876247919743
MOZ.1_1,Mozambique,0.0751331803570489,0.290416497895031,0.461,0.929,0.91,0.403,0.443,-0.2664315656166713,-0.2772316357047679,0.0659343610142979,0.135994971383561
MOZ.2_1,Mozambique,0.436331061425335,0.625658580740024,0.461,0.929,0.955,0.494,0.517,-0.26564107061305037,-0.2840269999188123,0.113671419451224,0.185778514383666
MOZ.3_1,Mozambique,0.500783526312405,1.09273504431414,0.461,0.929,0.972,0.506,0.52,-0.2669556327931329,-0.2828068772450097,0.0838650713359413,0.158711766756542
MOZ.4_1,Mozambique,0.176414226991287,0.414026847986172,0.461,0.929,0.897,0.452,0.504,-0.26622599599907404,-0.2689153394586451,0.120214603354129,0.214372693346977
MOZ.6_1,Mozambique,0.5161411710034209,0.850477046289709,0.461,0.929,0.967,0.582,0.602,-0.23025980974869584,-0.2700156034547675,1,1
MOZ.5_1,Mozambique,0.649565347269458,0.81841095357251,0.461,0.929,0.972,0.629,0.647,2.1218159330179116,2.804120149078816,0.995410286894711,1
MOZ.7_1,Mozambique,0.0412976102886222,0.230382950237635,0.461,0.929,0.93,0.428,0.46,-0.2621221289641835,-0.23534285701981847,0.0649951557774092,0.117592802872165
MOZ.8_1,Mozambique,0.047810672438025593,0.173763724140055,0.461,0.929,0.926,0.401,0.433,-0.26841702205366713,-0.28690507556109246,0.0746391260491249,0.143822887828839
MOZ.9_1,Mozambique,0.176265436993772,0.379723995622205,0.461,0.929,0.885,0.459,0.518,-0.2613506001005347,-0.271971687085405,0.134855438114398,0.2503245970023
MOZ.10_1,Mozambique,0.108249249484876,0.788286493139115,0.461,0.929,0.927,0.402,0.434,-0.2632075795257285,-0.2713975648203509,0.0556738604298074,0.100621779708907
MOZ.11_1,Mozambique,0.0719282413492778,0.587238854466264,0.461,0.929,0.903,0.373,0.413,-0.2673261277080022,-0.25318353228490403,0.034602331944505,0.059584040609435
NPL.1_1,Nepal,0.283731845334558,0.52193403404171,0.574,0.903,0.932,0.569,0.611,-0.21587118972846756,0.09257548845150276,0.388521066306713,0.775749501017007
NPL.2_1,Nepal,0.214042561001386,0.524966483921361,0.574,0.903,0.949,0.57,0.6,-0.24563276738083223,-0.07618711267494159,0.175558805078872,0.312887606892047
NPL.3_1,Nepal,0.0788764003275186,0.22794210401027,0.574,0.903,0.92,0.54,0.587,-0.2652682335346927,-0.15271608076550933,0.108340757725441,0.225810975780206
NPL.4_1,Nepal,0.08637240886634609,0.283523432619712,0.574,0.903,0.945,0.546,0.578,-0.2649346748072495,-0.22771574213469797,0.266815644536251,0.506281460776843
NPL.5_1,Nepal,0.31554016866067497,0.581233723618418,0.574,0.903,0.958,0.597,0.623,-0.2548567979086812,-0.15180468588028606,0.403909316093815,0.684177716631237
NPL.1_1,Nepal,0.684424511043961,0.856673071996053,0.601,0.885,0.842,0.5,0.593,-0.20318875094853617,0.2282974246279416,0.529717237018406,0.850102679706482
NPL.2_1,Nepal,0.618366137928547,0.868215384424869,0.601,0.885,0.896,0.563,0.628,-0.24130489560361593,0.00921955022426525,0.244960950550307,0.356789127932094
NPL.3_1,Nepal,0.48700901859043905,0.693378992218304,0.601,0.885,0.889,0.557,0.626,-0.26378400340061936,-0.10306954993809649,0.167482509403792,0.289395032976912
NPL.4_1,Nepal,0.523641363936188,0.769028400841769,0.601,0.885,0.914,0.606,0.664,-0.2634755963018811,-0.224984601644338,0.486135879257867,0.749248899694633
NPL.5_1,Nepal,0.770323844182816,0.9619231468919,0.601,0.885,0.908,0.623,0.686,-0.25135750811565033,-0.14577592511195733,0.743079211510531,1
NGA.1_1,Nigeria,0.217599455630048,0.501128126902049,0.53,0.858,0.93,0.62,0.666,-0.23191798190471508,0.42061719916266627,0.177719730846462,0.252200393358774
NGA.2_1,Nigeria,0.0662548189679951,0.357046346901727,0.53,0.858,0.83,0.437,0.527,-0.26281786271740276,-0.19078853429740383,0.0650659132852149,0.152008541247404
NGA.3_1,Nigeria,0.254645369898697,0.864954364453481,0.53,0.858,0.901,0.574,0.638,-0.16080607789659945,0.4274798102153279,0.0786971587701815,0.112523446382876
NGA.4_1,Nigeria,0.31495066687875,0.821460263923783,0.53,0.858,0.94,0.643,0.684,-0.15837319312646264,0.7725135271160853,0.109356806873896,0.150828944082639
NGA.5_1,Nigeria,0.0290024445566682,0.179796516414895,0.53,0.858,0.8,0.372,0.465,-0.26545675487082654,-0.182024298629322,0.0320959057044303,0.104671557705075
NGA.6_1,Nigeria,0.108194764197372,0.238774723877262,0.53,0.858,0.9,0.617,0.686,0.24533293360553893,-0.0866155074985815,0.0542929212162638,0.0763540410421412
NGA.7_1,Nigeria,0.08218552642661409,0.346405826373526,0.53,0.858,0.856,0.558,0.652,-0.26225283596689297,-0.13628803656907623,0.0831731689577089,0.150972782517706
NGA.8_1,Nigeria,0.104793484307126,0.293818971084431,0.53,0.858,0.844,0.468,0.555,-0.2652123696385961,-0.22665802900670765,0.0596844137898626,0.140908984805069
NGA.9_1,Nigeria,0.229064468331657,0.78804787089843,0.53,0.858,0.908,0.584,0.643,-0.263812980992204,-0.1390143897443841,0.0854363470792433,0.119690803136491
NGA.10_1,Nigeria,0.239298044904616,0.514811144056982,0.53,0.858,0.906,0.63,0.695,0.5036561041280159,0.00436016209384285,0.143092442673892,0.195450415723387
NGA.11_1,Nigeria,0.05737185499074049,0.294378966765545,0.53,0.858,0.882,0.535,0.607,-0.24986567755766328,0.11822567782744337,0.0583932131134479,0.106310906675092
NGA.12_1,Nigeria,0.23630086915692505,0.513257677595786,0.53,0.858,0.922,0.603,0.654,-0.15233117136880495,-0.10541646421958746,0.162149896906713,0.238249681890096
NGA.13_1,Nigeria,0.201595757254226,0.586616751306537,0.53,0.858,0.897,0.58,0.646,-0.25263762551009833,0.2543896462974738,0.107848150530293,0.135760138122614
NGA.14_1,Nigeria,0.214338070023092,0.511536736215891,0.53,0.858,0.923,0.616,0.668,-0.24221330076683897,0.20553864865906363,0.126966803886952,0.19140343804288
NGA.15_1,Nigeria,0.213886219718186,0.54291349846074,0.53,0.858,0.891,0.608,0.683,-0.05611025409219285,0.1742071481329627,0.468075655199116,0.652086006064512
NGA.16_1,Nigeria,0.0450827979591553,0.20001136592990101,0.53,0.858,0.812,0.356,0.438,-0.2621885054794757,-0.1377648665711701,0.0495798445277604,0.126806208073947
NGA.17_1,Nigeria,0.297508093461239,0.982405831079398,0.53,0.858,0.921,0.619,0.672,0.0126646740680026,0.6156005664795893,0.0908915171100201,0.125280194087719
NGA.18_1,Nigeria,0.0173993558754962,0.0657318929660662,0.53,0.858,0.767,0.344,0.448,-0.25865410079156637,-0.0833430586936751,0.0127607388599376,0.0537928506113719
NGA.19_1,Nigeria,0.0927680601600434,0.35834587822421,0.53,0.858,0.816,0.448,0.549,-0.25048671802782113,-0.13282157769281897,0.121970655598805,0.263193783450784
NGA.20_1,Nigeria,0.0920519116707595,0.247832679084952,0.53,0.858,0.803,0.422,0.525,-0.2244762866798512,0.2897894359446781,0.0988461349690945,0.307123312999952
NGA.21_1,Nigeria,0.0201670250428376,0.0358565986673159,0.53,0.858,0.773,0.383,0.495,-0.25524386705393315,-0.0033348086456124002,0.0225238452364639,0.0927976601352793
NGA.22_1,Nigeria,0.00368704302308368,0.0375303706012098,0.53,0.858,0.685,0.257,0.375,-0.26219721007175056,-0.18971107941661483,0.0168703133488498,0.0598529844137416
NGA.23_1,Nigeria,0.127954028912771,0.340366587221837,0.53,0.858,0.839,0.503,0.6,-0.2613502965517767,-0.16235150217604846,0.0667593565718929,0.117851479659464
NGA.24_1,Nigeria,0.182696204910892,0.489568329939092,0.53,0.858,0.905,0.543,0.599,-0.2617700100639696,-0.2206450868056049,0.245554752208534,0.349336035662823
NGA.25_1,Nigeria,0.54172152965517,0.776770946053064,0.53,0.858,0.939,0.66,0.703,0.5491080749408955,2.6852114255607606,0.429876118967075,0.48620383730639
NGA.26_1,Nigeria,0.11459745696764,0.377581110649174,0.53,0.858,0.854,0.526,0.616,-0.25980032197051894,-0.21548100911213905,0.0963924970802112,0.208204911655888
NGA.27_1,Nigeria,0.0610375054304677,0.267983653506963,0.53,0.858,0.78,0.421,0.539,-0.2637619883123581,-0.23057472531367865,0.0764332086932812,0.165653846348092
NGA.28_1,Nigeria,0.31966101683287,0.745944392513766,0.53,0.858,0.918,0.644,0.702,-0.1936234598263006,-0.00674958102729229,0.127293746380573,0.164515460003997
NGA.29_1,Nigeria,0.181551770530935,0.476125856997069,0.53,0.858,0.91,0.581,0.638,-0.25367364288329547,-0.0126751469398907,0.117338733235083,0.151607439010893
NGA.30_1,Nigeria,0.183130164683975,0.878218945118712,0.53,0.858,0.897,0.581,0.648,-0.2334806196973969,0.16129814349300067,0.124433038528538,0.155096638004166
NGA.31_1,Nigeria,0.249906669215964,0.410484999312623,0.53,0.858,0.897,0.599,0.667,-0.2483504277057853,-0.04450518835161722,0.272475523078298,0.374319717940288
NGA.32_1,Nigeria,0.0906587022387379,0.37094134049447,0.53,0.858,0.876,0.525,0.599,-0.2618435234865631,-0.1611111033296964,0.0943258286006196,0.173284441317522
NGA.33_1,Nigeria,0.30830918399527,0.522748951714297,0.53,0.858,0.911,0.617,0.678,0.5698220299333069,0.428716913754454,0.198094669857481,0.253953625746679
NGA.34_1,Nigeria,0.00753297310289462,0.0537049181364724,0.53,0.858,0.71,0.269,0.379,-0.26377545097288896,-0.1581684982945371,0.063962606125142707,0.169778909449504
NGA.35_1,Nigeria,0.05766549498838649,0.33721738747625,0.53,0.858,0.806,0.444,0.551,-0.2663085288774998,-0.25585081249264124,0.060727787774655,0.138845886531228
NGA.36_1,Nigeria,0.0275641848809982,0.194394392178369,0.53,0.858,0.772,0.311,0.402,-0.2657083714304089,-0.23589140935242617,0.0275123649808591,0.100928371021384
NGA.37_1,Nigeria,0.03696373247531299,0.244815801548509,0.53,0.858,0.742,0.349,0.47,-0.2645985632269487,-0.1848695512405862,0.0162018753243332,0.0702455883431244
PAK.2_1,Pakistan,0.0199361750264471,0.0583346972233207,0.534,0.754,0.65,0.346,0.532,-0.2620134585088377,-0.2815135740546672,0.0474577241049783,0.294256126987662
PAK.3_1,Pakistan,0.0038468710067553,0.0288241733704026,0.534,0.754,0.519,0.294,0.565,-0.2626539690177092,-0.14448715718486221,0.0139723365740257,0.111649075315216
PAK.4_1,Pakistan,0.306755598821562,0.563898383007176,0.534,0.754,0.814,0.583,0.716,1.6752382714707912,1.9785122067689331,0.370713469878404,1
PAK.5_1,Pakistan,0.0452715340589372,0.179492465342435,0.534,0.754,0.678,0.401,0.591,-0.2172781702151322,0.04109474780180976,0.0445565873481553,0.315334825485714
PAK.7_1,Pakistan,0.152628637599343,0.485988968742735,0.534,0.754,0.783,0.463,0.592,-0.1426726587843083,0.1929955273161841,0.0818545441800723,0.312705943028207
PAK.8_1,Pakistan,0.0317399913360023,0.206686383728353,0.534,0.754,0.728,0.421,0.578,-0.173678561608937,-0.01236617584882899,0.124023900158531,0.383924997443972
PHL.1_1,Philippines,0.609346945642128,NA,0.7,0.982,1,0.727,0.728,-0.2642354869188707,-0.24777651556345476,0.751659510220899,0.72350510036891
PHL.2_1,Philippines,0.706111457509991,NA,0.7,0.982,0.987,0.685,0.694,-0.2234182202739945,-0.10030017852740417,1,0.957742821114136
PHL.3_1,Philippines,0.491845253135612,NA,0.7,0.982,0.987,0.685,0.694,-0.2636039502164682,-0.2225277405951638,0.838574490793697,0.667302860891799
PHL.4_1,Philippines,0.628383970218264,NA,0.7,0.982,0.982,0.665,0.677,-0.23328050849512563,-0.01540544385396569,0.727849896504264,0.618538925880593
PHL.5_1,Philippines,0.6051408252567689,NA,0.7,0.982,0.981,0.67,0.683,-0.2072647943063043,0.13484015904501334,1,0.990524069501416
PHL.6_1,Philippines,0.579823529730579,NA,0.7,0.982,0.982,0.665,0.677,-0.2386554877096727,-0.131403388678121,0.713472751707304,0.661267269990029
PHL.7_1,Philippines,0.442905003199045,NA,0.7,0.982,1,0.727,0.728,-0.26762228048875886,-0.27123676026563054,0.732908113485483,0.679577477910652
PHL.8_1,Philippines,0.615207616130185,NA,0.7,0.982,0.98,0.71,0.724,-0.2658640490250319,-0.24021606234040985,0.960155706269748,0.833183705446791
PHL.9_1,Philippines,0.415601161489929,NA,0.7,0.982,0.98,0.579,0.591,-0.2617012746080726,-0.15350833820342377,0.945281946902748,0.858303576069843
PHL.10_1,Philippines,0.76046404052993,NA,0.7,0.982,0.98,0.71,0.724,-0.03092219329366967,0.15698461318708082,1,1
PHL.11_1,Philippines,0.43292550221096,NA,0.7,0.982,0.999,0.69,0.69,-0.2546384378857072,-0.23896286415897447,0.837877374470531,0.751908133867808
PHL.13_1,Philippines,0.779461255825024,NA,0.7,0.982,1,0.727,0.728,-0.1999731692175169,-0.02383648690475407,1,1
PHL.14_1,Philippines,0.685374706883365,NA,0.7,0.982,0.991,0.682,0.688,-0.23642948117221543,-0.0410319587562333,0.478155937381436,0.395311350480303
PHL.15_1,Philippines,0.764864772361348,NA,0.7,0.982,0.986,0.684,0.694,-0.2299309595384904,-0.04905062630072497,0.578624689531505,0.510252062322598
PHL.16_1,Philippines,0.548685645858637,NA,0.7,0.982,0.985,0.68,0.69,-0.2495148469839259,-0.14942420040724183,0.805995688754743,0.667990083951411
PHL.17_1,Philippines,0.798717475047789,NA,0.7,0.982,0.98,0.71,0.724,0.04255439767674236,0.8076255325456373,1,1
PHL.18_1,Philippines,0.476549075602752,NA,0.7,0.982,0.999,0.69,0.69,-0.2490103942074124,-0.18286238711058253,1,1
PHL.19_1,Philippines,0.6115926508554,NA,0.7,0.982,0.981,0.67,0.683,-0.24500947331475428,-0.06998517748415277,1,0.841994365928508
PHL.20_1,Philippines,0.6776025351848909,NA,0.7,0.982,0.981,0.67,0.683,-0.2248309939379832,0.03557150844128118,1,0.865608247904261
PHL.21_1,Philippines,0.7097516351612281,NA,0.7,0.982,0.985,0.68,0.69,-0.2549087866810452,-0.03938772677425792,1,1
PHL.22_1,Philippines,0.49755984467854403,NA,0.7,0.982,0.982,0.665,0.677,-0.24300652283221277,-0.06224556796351434,1,0.868989717712428
PHL.23_1,Philippines,0.539364989884309,NA,0.7,0.982,0.981,0.67,0.683,-0.2569407397257633,-0.1589254186857682,0.813251201077526,0.724256614813331
PHL.24_1,Philippines,0.857475853862737,NA,0.7,0.982,0.976,0.719,0.736,0.5492916587326423,2.2153425600076977,1,1
PHL.25_1,Philippines,0.7540778175321851,NA,0.7,0.982,0.986,0.684,0.694,-0.03798991957006364,0.49352657118784166,1,1
PHL.26_1,Philippines,0.28360817110328,NA,0.7,0.982,0.966,0.673,0.697,-0.25727274715518383,-0.1355778124720372,0.772124439293311,0.603686405643983
PHL.27_1,Philippines,0.6918923658952769,NA,0.7,0.982,0.966,0.673,0.697,-0.2081479666863984,-0.00739379293046221,1,0.891502187222233
PHL.28_1,Philippines,0.658971180105363,NA,0.7,0.982,0.966,0.673,0.697,-0.14936696234393154,0.0474221379321796,0.66889357906022,0.571637793244989
PHL.29_1,Philippines,0.627438057952919,NA,0.7,0.982,0.966,0.673,0.697,-0.2599834929671698,-0.20989078349040677,0.175772347304518,0.13738922415543
PHL.30_1,Philippines,0.618004020355145,NA,0.7,0.982,0.987,0.685,0.694,-0.2613890641760535,-0.18248170041727052,0.377236249472266,0.328190708996434
PHL.31_1,Philippines,0.631075864435228,NA,0.7,0.982,0.991,0.682,0.688,-0.2572326599911906,-0.21407138338433085,0.279273903027321,0.242193570318762
PHL.32_1,Philippines,0.648120122984502,NA,0.7,0.982,0.982,0.665,0.677,-0.25308096744488945,-0.05678668708748751,0.678203811292669,0.60738575805365
PHL.33_1,Philippines,0.48681867942695,NA,0.7,0.982,1,0.727,0.728,-0.26658768585405257,-0.22593134481093244,0.759207784904975,0.699867919449293
PHL.34_1,Philippines,0.546535691476572,NA,0.7,0.982,0.977,0.701,0.718,-0.23291954922504335,-0.14857056089360116,0.846701620958648,0.808033269917207
PHL.35_1,Philippines,0.718723805135154,NA,0.7,0.982,0.977,0.701,0.718,-0.21421917906600307,-0.0645844815640692,0.951242500590039,0.93133870666662
PHL.36_1,Philippines,0.65129057740075,NA,0.7,0.982,0.982,0.665,0.677,-0.1934958538589744,0.13380506859355673,0.692204593430923,0.634102499104354
PHL.37_1,Philippines,0.62450345504198,NA,0.7,0.982,0.999,0.69,0.69,-0.2444873975429976,-0.15769824986891323,0.84696903024392,0.758588480206482
PHL.38_1,Philippines,0.619732573620557,NA,0.7,0.982,1,0.727,0.728,-0.26301088929454947,-0.22378990396368012,0.811042992960707,0.742645450344037
PHL.39_1,Philippines,0.683026342794103,NA,0.7,0.982,0.977,0.701,0.718,-0.18816692977988797,0.13823317893456805,1,1
PHL.40_1,Philippines,0.689291735159393,NA,0.7,0.982,0.976,0.719,0.736,0.09943618249680036,0.7725582645611274,1,1
PHL.41_1,Philippines,0.641498969681346,NA,0.7,0.982,0.985,0.68,0.69,-0.2336689791148487,0.03636524176851605,0.436557535405791,0.369707413981972
PHL.42_1,Philippines,0.22370759808986,NA,0.7,0.982,0.98,0.579,0.591,-0.25292924144643675,-0.14269258452293487,0.786459136031223,0.688850105998274
PHL.43_1,Philippines,0.6938271157178519,NA,0.7,0.982,0.991,0.682,0.688,-0.22307075760884143,-0.02920292671451225,0.705038684752863,0.601481556632572
PHL.44_1,Philippines,0.398843914554819,NA,0.7,0.982,0.98,0.579,0.591,-0.25449693578398114,-0.13138653461152533,1,1
PHL.45_1,Philippines,0.631589657097648,NA,0.7,0.982,0.993,0.672,0.676,-0.25687455907355145,-0.11689312287584774,1,0.983721272262308
PHL.46_1,Philippines,0.351824024406804,NA,0.7,0.982,0.981,0.67,0.683,-0.2532636663412869,-0.12111356847737498,0.302551230949891,0.235855001062313
PHL.47_1,Philippines,0.8900136349370911,NA,0.7,0.982,0.98,0.756,0.771,4.864256536518231,18.562393660852436,1,1
PHL.48_1,Philippines,0.550538619447902,NA,0.7,0.982,0.985,0.68,0.69,-0.2553099376794744,-0.02821148527436175,0.543989698478467,0.45836551103712
PHL.49_1,Philippines,0.6480033725099049,NA,0.7,0.982,0.985,0.68,0.69,-0.15680462793952518,0.0983425402789274,1,1
PHL.50_1,Philippines,0.499832046047215,NA,0.7,0.982,1,0.727,0.728,-0.26782562889417233,-0.23192576883953997,0.685908637120324,0.648737519717095
PHL.51_1,Philippines,0.574961995280174,NA,0.7,0.982,0.982,0.665,0.677,-0.2025891945513959,0.00954097677761133,0.708320899093419,0.585289880434995
PHL.52_1,Philippines,0.565366753351208,NA,0.7,0.982,0.986,0.684,0.694,-0.24110931032112923,-0.07379783928219376,0.620289818747208,0.52402780477953
PHL.53_1,Philippines,0.48166697282494,NA,0.7,0.982,0.976,0.645,0.662,-0.25641412632925753,-0.09572769919915795,0.805970877356308,0.701180080418341
PHL.54_1,Philippines,0.41041412764984,NA,0.7,0.982,0.991,0.682,0.688,-0.2549916297410424,-0.1506936780011456,0.568944140516203,0.468510509674016
PHL.55_1,Philippines,0.583479967049671,NA,0.7,0.982,0.98,0.71,0.724,-0.20670170121600567,0.05262684260816648,0.915716664990121,0.81830333892832
PHL.56_1,Philippines,0.622963989408547,NA,0.7,0.982,0.999,0.69,0.69,-0.2593023155083741,-0.19560080021962015,0.852184783785786,0.750536226846126
PHL.57_1,Philippines,0.536517107870065,NA,0.7,0.982,0.993,0.672,0.676,-0.26263084546926624,-0.23316484920660915,0.71292921134378,0.580569665023097
PHL.58_1,Philippines,0.608374026884995,NA,0.7,0.982,0.993,0.672,0.676,-0.2519853265408507,-0.12761114693782535,0.731104425730363,0.639191077292049
PHL.59_1,Philippines,0.490115388777298,NA,0.7,0.982,0.993,0.672,0.676,-0.26029238543178834,-0.24019146452596232,1,1
PHL.60_1,Philippines,0.826121845894324,NA,0.7,0.982,0.98,0.71,0.724,0.14261523015134123,0.7045879426208196,1,1
PHL.61_1,Philippines,0.566615182049617,NA,0.7,0.982,0.977,0.701,0.718,-0.1676695384884932,0.20306544503955667,0.929119753893399,0.830002527371775
PHL.62_1,Philippines,0.4385969130690301,NA,0.7,0.982,0.976,0.719,0.736,-0.24078108749704563,-0.08617648171289301,1,1
PHL.63_1,Philippines,0.616154002622312,NA,0.7,0.982,0.999,0.69,0.69,-0.26400596894296635,-0.2422137589679619,0.904598541932525,0.798757760099616
PHL.64_1,Philippines,0.826421259399127,NA,0.7,0.982,0.976,0.719,0.736,0.16214470511633378,1.7110697447191308,1,1
PHL.65_1,Philippines,0.440064278160228,NA,0.7,0.982,0.993,0.672,0.676,-0.25984471578128626,-0.14725877340790064,0.726658945333007,0.648834200081015
PHL.66_1,Philippines,0.6517647879792651,NA,0.7,0.982,0.991,0.682,0.688,-0.25829643998060964,-0.18796654999502704,0.523957119875435,0.421256149328574
PHL.67_1,Philippines,0.5397358051704191,NA,0.7,0.982,0.976,0.645,0.662,-0.2517558452405032,-0.16349908392234783,0.690825910874304,0.584133277297974
PHL.68_1,Philippines,0.654613332448949,NA,0.7,0.982,0.986,0.684,0.694,-0.2352521146421678,-0.0715971920699374,0.686945371260367,0.595099519460515
PHL.69_1,Philippines,0.60795850863381,NA,0.7,0.982,0.981,0.67,0.683,-0.23477229223325305,0.0096532357758479,0.626999454893091,0.512859127600989
PHL.70_1,Philippines,0.61241541380061,NA,0.7,0.982,0.976,0.645,0.662,-0.15692107829491397,-0.0020310214793058,1,1
PHL.71_1,Philippines,0.597754458977371,NA,0.7,0.982,0.991,0.682,0.688,-0.2526844360059643,-0.12042094854886108,0.540512536460755,0.431226104010909
PHL.72_1,Philippines,0.444678788543425,NA,0.7,0.982,0.976,0.645,0.662,-0.25894822237073706,-0.12323014341354167,0.784275834776213,0.670568568914569
PHL.73_1,Philippines,0.0895161281628098,NA,0.7,0.982,0.98,0.579,0.591,-0.26371159921853854,-0.07807757207139232,0.510749727120717,0.498502746082988
PHL.74_1,Philippines,0.61663437563006,NA,0.7,0.982,0.987,0.685,0.694,-0.230923200342739,-0.1148237408757507,0.772881158229582,0.703375374801285
PHL.75_1,Philippines,0.683532703253689,NA,0.7,0.982,0.987,0.685,0.694,-0.2595779409019159,-0.1947079413423799,0.531014098104554,0.462018389282098
PHL.76_1,Philippines,0.65947577937684,NA,0.7,0.982,0.98,0.71,0.724,-0.1461214346305601,0.08324204298329341,1,0.964667852961412
PHL.77_1,Philippines,0.401417663761057,NA,0.7,0.982,0.98,0.579,0.591,-0.2589913941831626,-0.1893253171854177,0.552349822895392,0.485939304700811
PHL.78_1,Philippines,0.70619550299111,NA,0.7,0.982,0.98,0.71,0.724,-0.22124657159380903,-0.11427857889951974,1,0.985548117534271
PHL.79_1,Philippines,0.380679067435218,NA,0.7,0.982,0.986,0.667,0.677,-0.26132764900524214,-0.16463494202618548,0.603003859230216,0.498052722456391
PHL.80_1,Philippines,0.561909980820114,NA,0.7,0.982,0.986,0.667,0.677,-0.2340212080417333,-0.00594757305481364,0.722479071033954,0.611409820309332
PHL.81_1,Philippines,0.4836769251756099,NA,0.7,0.982,0.986,0.667,0.677,-0.26006379839076377,-0.10028735813465647,0.741147509148664,0.585647165557884
PHL.1_1,Philippines,0.778543920809894,NA,0.71,0.966,0.973,0.725,0.745,-0.26400548981973404,-0.24618323081243007,1,1
